,rank,tax_id,tax_name,colind,CC11CM7,CC11CM15,CC11CM49,CC11CM87,CC11CM64,CC11CM85,CC11CM97,CC11CM80,CC11CM24,CC11CM41,CC11CM67,CC11CM6,CC11CM90,CC11CM18,CC11CM4,CC11CM13,CC11CM14,CC11CM51,CC11CM65,CC11CM74,CC11CM45,CC11CM50,CC11CM34,CC11CM84,CC11CM27,CC11CM78,CC11CM32,CC11CM81,CC11CM20,CC11CM75,CC11CM12,CC11CM28,CC11CM30,CC11CM68,CC11CM66,CC11CM58,CC11CM61,CC11CM22,CC11CM95,CC11CM17,CC11CM70,CC11CM86,CC11CM88,CC11CM54,CC11CM60,CC11CM16,CC11CM48,CC11CM35,CC11CM91,CC11CM1,CC11CM99,CC11CM72,CC11CM79,CC11CM94,CC11CM82,CC11CM93,CC11CM39,CC11CM0,CC11CM76,CC11CM69,CC11CM2,CC11CM57,CC11CM63,CC11CM62,CC11CM44,CC11CM37,CC11CM33,CC11CM53,CC11CM9,CC11CM23,CC11CM55,CC11CM42,CC11CM59,CC11CM73,CC11CM38,CC11CM25,CC11CM46,CC11CM5,CC11CM83,CC11CM11,CC11CM36,CC11CM26,CC11CM43,CC11CM8,CC11CM19,CC11CM3,CC11CM98,CC11CM77,CC11CM89,CC11CM10,CC11CM71,CC11CM21,CC11CM92,CC11CM29,CC11CM56,CC11CM52,CC11CM96,CC11CM47,CC11CM31,CC11CM40
404,phylum,976,Bacteroidetes,NR_126195.1,,,,,,,,,65.0,,,,,,,,,,106.0,,16.0,,,,,,,,,,,,,,55.0,,,,,,,271.0,,,,,105.0,269.0,153.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.0,,16.0,,,,,,,,,,,,,,,,
405,order,768507,Cytophagales,NR_133025.1,,,,,,,,,1787.0,,,,,,,,,1995.0,,,,2890.0,,,,,4577.0,,,2921.0,,,,1700.0,,,,1318.0,,,,,4467.0,,,,,,,,,,921.0,,,,,,,,,,,,,,,,,,,,,,,,1094.0,,,2072.0,,,,,,,,,,,,,,,,,,,,
406,order,171549,Bacteroidales,AB064919.1.1492,,,,,,,,,,1644.0,403.0,692.0,,,,,,,,,,735.0,1919.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3181.0,,,,,,,,,,,,,,
407,genus,816,Bacteroides,AB219932.1.1486,,,,,,,,,,2105.0,,,,1786.0,,,,,,,,,,,,,609.0,,,,,,977.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,phylum,976,Bacteroidetes,AB443949.1.1486,,,,,,,,,,95.0,,,,,,,68.0,,,,,,,,,,,,,,,,,,,24.0,55.0,,,,,,,,70.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,109.0,,,,41.0,,,12.0,,,,,13.0
409,class,91061,Bacilli,AB490812.1.1611,,,,,,,,,,351.0,,,,,,,,995.0,,,,,,317.0,,,,,,75.0,,,246.0,,,,,,,,,,,,,,439.0,,,,,,,,,,,,,,1517.0,,324.0,230.0,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,210.0,,,,,,,,593.0
410,genus,816,Bacteroides,AB510700.1.1488,,,,,,,,,,1350.0,,,,,,,,,,,,,,,,,,,,1214.0,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,2132.0,,,,,,,,,,,,,,,,,,,,,,,
411,genus,816,Bacteroides,AB547652.1.1488,,,,,,,,,,51.0,236.0,,,,,,,,,,,,,,,,,451.0,,,,,,,,,114.0,,,,,,,,,,,393.0,,,,,,,,,,,,,,,201.0,,,,,,,,,,,,,,,81.0,,,,,,,,,,,,,,,,,,,,,,
412,order,186802,Clostridiales,AENT01000008.101.1407,,,,,,,,,,842.0,,480.0,,,,,,,,,,,,,,,,,,573.0,,,,,,,,,,530.0,900.0,,,,,1700.0,,,1768.0,,,,,,,,,,,,,,,,,,,2258.0,1646.0,,,,,,538.0,,,,,,,,,,,,,,,,,,,,,,,,,
413,genus,816,Bacteroides,AJ514258.1.1479,,,,,,,,,,994.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2572.0,,,,,,,,,,,,,,,,,,,,,,,,,,1243.0,,,,,,,,,1201.0,,,,,
414,genus,704093,Anaerobacillus,AJ606046.1.1506,,,,,,,,,,898.0,,,,,,,,,,,,,,,,,4401.0,,,,,,,,,,,,,,,,,,,,,,639.0,,,,,,,,,,,,,,,,,687.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,family,186817,Bacillaceae,AP013072.2120508.2122051,,,,,,,,,,1378.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,genus,375288,Parabacteroides,ASSQ01000020.1189752.1191266,,,,,,,,,,2408.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,genus,816,Bacteroides,ATFP01000001.74465.75979,,,,,,,,,,786.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1603.0,,,,,,,,,,
418,family,186817,Bacillaceae,ATVP01000036.1.1415,,,,,,,,,,3088.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1170.0,,,,,,,,,,,,,,,,
419,superkingdom_,1783272,Terrabacteria group,AXNU01000075.2291.3797,,,,,,,,,,943.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,order,186802,Clostridiales,AY355141.1.1388,,,,,,,,,,151.0,,,,,,,,,,,,,,,,,,,,57.0,,,,,,,,,,,,,,,,,,,,,,,,461.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,94.0,,,,,,,,,,,
421,phylum,1239,Firmicutes,AY514996.1.1307,,,,,,,,,,96.0,188.0,,,20.0,,,,,189.0,,,,,,,254.0,,,,,,,,,,124.0,,,,,,,,270.0,,,,,,256.0,,,,,,,,,134.0,,,,,,,,,,,119.0,44.0,,,,,,,,,,,,,,,457.0,,,,,,,231.0,,,,,,,
422,order,186802,Clostridiales,AY574991.1.1453,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,5.0,,,,,,2.0,,,,,,,,,,,,,,9.0,,,,,12.0,,,,,,,,,,,,,1.0,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,5.0
423,order,186802,Clostridiales,AY730662.1.1484,,,,,,,,,,50.0,,,,,,,,,,62.0,,,,,,,,,,,,,,,,,,,,,113.0,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,16.0,,,,,,,,,,,,,84.0,,,,,,,,
424,genus,816,Bacteroides,AY895200.1.1342,,,,,,,,,,878.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,phylum,976,Bacteroidetes,CP002544.1477119.1478630,,,,,,,,,,422.0,,786.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526.0,,,,,,,,,,,,,,,,,,,,,,,,,276.0,,,,67.0,,,,,,,,,,,,,,,
426,order,85006,Micrococcales,CP004346.2108342.2109877,,,,,,,,,,171.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,genus,704093,Anaerobacillus,CP004409.310245.311804,,,,,,,,,,667.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725.0,
428,class,91061,Bacilli,EF028682.1.1367,,,,,,,,,,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,13.0,,,,,,,,,,,,,,,48.0
429,order,91347,Enterobacterales,EF530558.1.1345,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,order,171549,Bacteroidales,EU887841.1.1494,,,,,,,,,,1144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,order,186802,Clostridiales,FJ611794.1.1404,,,,,,,,,,239.0,,1889.0,1113.0,,,799.0,,,,,,557.0,,,,1411.0,606.0,172.0,,,,471.0,,,,,,,,,,,,2193.0,,,,1272.0,,,569.0,,,596.0,,369.0,,1954.0,,816.0,,,785.0,1538.0,,,,,,,,,,,,,876.0,313.0,,,,,,,,2181.0,,732.0,,,1086.0,,2268.0,,1388.0,,,,,
432,order,186802,Clostridiales,GU403785.1.1481,,,,,,,,,,374.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,order,135622,Alteromonadales,HQ717311.1.1298,,,,,,,,,,1603.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1123.0,,,,,,,,,,,,,,,,556.0,,,,,,,,,,,,1060.0,,,,492.0,,,,,,,,,,,,,,,,,,,,,,
434,order,85006,Micrococcales,JDUO01000028.3914.5408,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1044.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,class,186801,Clostridia,JN837490.1.1469,,,,,,,,,,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
436,genus,551,Erwinia,JTBE01000011.599155.600708,,,,,,,,,,201.0,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,434.0,,,243.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,order,186802,Clostridiales,NR_026149.1,,,,,,,,,,146.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,
438,order,171549,Bacteroidales,NR_041277.1,,,,,,,,,,2929.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3119.0,,,,,,,,,1898.0,,,,,,,,,,,,,,,,,,,,
439,genus,629,Yersinia,NR_074902.1,,,,,,,,,,573.0,,,,,,,,,,,,,,,,,,,437.0,,,2133.0,,,,,,,,,,,,,,,,,227.0,,2968.0,,,,,,,,3287.0,,,,,,1332.0,,2559.0,,,,3752.0,,418.0,,,,,1166.0,24.0,1241.0,,1807.0,,125.0,,,6.0,,36.0,,,,,,,,2854.0,,1560.0,
440,order,186802,Clostridiales,NR_115345.1,,,,,,,,,,273.0,,,,,,,923.0,,,2465.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1763.0,655.0,,,,,,,,,,144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.0,,,,
441,genus,375288,Parabacteroides,NR_121773.1,,,,,,,,,,1529.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1208.0,,,,,,,,,,,,,,,,,,,,,,,,,,1436.0,,,,
442,order,186802,Clostridiales,NR_134080.1,,,,,,,,,,14.0,,,,,,14.0,,,,,14.0,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,14.0,,,,,8.0,,,,,,,,,,7.0,,,,,,,,
443,genus,816,Bacteroides,AB050111.1.1397,,,,,,,,,,,753.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,order,171549,Bacteroidales,AB200217.1.1490,,,,,,,,,,,308.0,,,3181.0,,,,,,,,,,,,,,99.0,,,,,,,,,,1049.0,,,,,,,,,,,,,,,,,,,,,,,,708.0,,,,,,,,,,,,,,,,,,,,3336.0,,,,,,,,,,,,,,,,,,
445,genus,816,Bacteroides,AB200224.1.1490,,,,,,,,,,,1815.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.0,,,541.0,,,1106.0,,,,,,,,,,,,118.0,,,
446,genus,375288,Parabacteroides,AB238924.1.1486,,,,,,,,,,,3817.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,order,1385,Bacillales,AB469560.1.1552,,,,,,,,,,,846.0,,,,,,,,,,,,,,,,,,,,,,,,,,,127.0,,,,,,,,,,,,,282.0,,,,,,,,,,,,,,,1541.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,genus,704093,Anaerobacillus,AB827327.1.1550,,,,,,,,,,,2908.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,order,186802,Clostridiales,ABEZ02000014.123.1613,,,,,,,,,,,4.0,,,,,3.0,,,,1.0,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,
450,order,186802,Clostridiales,AF439641.1.1400,,,,,,,,,,,732.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,genus,704093,Anaerobacillus,AF539705.1.1503,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,genus,816,Bacteroides,AFBN01000029.28.1540,,,,,,,,,,,349.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,769.0,,,,,,,,,,,,,,,,,,,,,,,,
453,class,28211,Alphaproteobacteria,AGWJ02000019.161350.162845,,,,,,,,,,,1380.0,,,,,,,,,,,,,,,,,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,genus,704093,Anaerobacillus,AM946015.309114.310657,,,,,,,,,,,1298.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2303.0,,,,,,,,,
455,phylum,1239,Firmicutes,AY211542.1.1343,,,,,,,,,,,295.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,,,,,,,,,,,,,,,,,,,,,,,,,207.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,genus,816,Bacteroides,AY349154.1.1408,,,,,,,,,,,477.0,,,,,,,,,,,,,,2092.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2966.0,,,,,,,,,,,,,,,,,,,,,,,
457,order,1385,Bacillales,AY850119.1.1396,,,,,,,,,,,1273.0,,,,,,,,,,1686.0,,,,,,,,,,,,,,1683.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,order,186802,Clostridiales,AZJE01000037.2302.3820,,,,,,,,,,,2079.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1771.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,family,186817,Bacillaceae,BASW01000028.214.1757,,,,,,,,,,,628.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,superkingdom_,1783272,Terrabacteria group,CAJJ020000053.1.1240,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
461,genus,816,Bacteroides,CDQO01001406.1637.3145,,,,,,,,,,,1062.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,order,186802,Clostridiales,CP003040.3095887.3097421,,,,,,,,,,,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,401.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.0,,,406.0,,,,,,,113.0,,,,,,,,,,,,
463,order,85006,Micrococcales,CP007443.1851067.1852581,,,,,,,,,,,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,class,91061,Bacilli,EF028678.1.1367,,,,,,,,,,,217.0,,,,,,,,,,,,,,,,,,,,,,,,,93.0,,,,,,,,,,,,,,,,137.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,superkingdom_,1783272,Terrabacteria group,FJ590758.1.1575,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,order,186802,Clostridiales,FJ947528.1.1381,,,,,,,,,,,1522.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1046.0,,,,,,,,469.0,,,,,,,,,585.0,,,,,,,,,,,,,,,,,127.0,,,,,,,,,,,231.0
467,order,186802,Clostridiales,GU086207.1.1483,,,,,,,,,,,220.0,,,,,,,,,,,,,,156.0,,,,,,,,,,,,,,,,,,,78.0,,,,,,,,,,,,,,,,,,,,142.0,,,,,,,,,,,,,,,,,63.0,,,,,,,,,,,,,,,,,,,
468,order,91347,Enterobacterales,JENG01000025.21.1543,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,class,91061,Bacilli,JF965391.1.1447,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,genus,816,Bacteroides,JGDP01000111.21.1535,,,,,,,,,,,584.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,order,186802,Clostridiales,JN837491.1.1482,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,genus,551,Erwinia,JN993998.1.1405,,,,,,,,,,,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,order,186802,Clostridiales,JX101685.1.1488,,,,,,,,,,,11.0,,,,,,,12.0,13.0,,,,,,2.0,5.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,2.0,,,,,,,,,,2.0,,,11.0,,,,,24.0,,,,,,,,,,,
474,genus,551,Erwinia,KC489166.1.1438,,,,,,,,,,,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,order,186802,Clostridiales,NG_041947.1,,,,,,,,,,,529.0,,,,,,,,,,,,501.0,,,,,,,,,,,,,,,,,,746.0,,,,,,,741.0,,,,,,,,,484.0,,,,,,,,,,,,,,,,,,,,,,,,,,1588.0,,,,,,,,,,,,,,,,,
476,order,186802,Clostridiales,NR_025100.1,,,,,,,,,,,1508.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,family,80864,Comamonadaceae,NR_025600.1,,,,,,,,,,,1212.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1218.0,,,,,,,,,,,,,,,,,5764.0,,,,,,584.0,3888.0,,,,,,,,,,,2770.0,,,,,,,,,,,,,,,
478,order,186802,Clostridiales,NR_026330.1,,,,,,,,,,,4784.0,,,,,,,,,,,,,,,,,,,,,,,,,,496.0,,546.0,,,3051.0,,,,,,,,,,,,,,5542.0,,,,,,2419.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1156.0,,
479,order,186802,Clostridiales,NR_074613.1,,,,,,,,,,,1677.0,,,,,,,74.0,,,,,,,,,,,,,,2675.0,,,,,1415.0,,,,,,,,,,,,,,,,,,,,3932.0,,,,,,,,,,134.0,,,3428.0,270.0,,,,,,,,,,,,,,,,,,765.0,243.0,,,,,,,,,,
480,genus,629,Yersinia,NR_074891.1,,,,,,,,,,,859.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,class,186801,Clostridia,NR_104843.1,,,,,,,,,,,324.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.0
482,class,91061,Bacilli,NR_112902.1,,,,,,,,,,,783.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,,,,,,,,,,,,,,,,,,,,,,,54.0,,,,,,,,,,,,,,,,,,,,,,,,450.0,,
483,genus,816,Bacteroides,NR_113067.1,,,,,,,,,,,275.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,order,186802,Clostridiales,NR_121758.1,,,,,,,,,,,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,genus,816,Bacteroides,AB214328.1.1484,,,,,,,,,,,,1112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,genus,816,Bacteroides,AB222700.1.1488,,,,,,,,,,,,1311.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3994.0,4910.0,,,,,,,,,,,,,,,,,,,,,,,
487,order,85006,Micrococcales,AB433856.1.1477,,,,,,,,,,,,181.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492.0,,,,,,,,,,,,,,,,,,,,,
488,genus,816,Bacteroides,AB531490.1.1488,,,,,,,,,,,,2846.0,,,,,,,,,,,,,,,,,,,,561.0,,,,,1037.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1079.0,,559.0,,,,,,3152.0,,,,,,
489,order,171549,Bacteroidales,AB547667.1.1486,,,,,,,,,,,,196.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,order,768507,Cytophagales,AB554230.1.1487,,,,,,,,,,,,817.0,,,,,1681.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3654.0,,,,3911.0,,,,,,,,,,,,,,,,,
491,genus,816,Bacteroides,AB599950.1.1411,,,,,,,,,,,,4712.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,order,186802,Clostridiales,ABAX03000028.532.2053,,,,,,,,,,,,667.0,,,,,,,,,,,,,,,458.0,,,,,,,,,38.0,,,,,,,349.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.0,,,,,87.0,,,,,,,,,,,,,,,,169.0,
493,order,186802,Clostridiales,ACGC01000107.40.1553,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,
494,genus,375288,Parabacteroides,ADLE01000001.1593.3112,,,,,,,,,,,,4036.0,,,,,,,3370.0,,,,,,,,,,,,,544.0,,,,,,,,,,,,,,,,,,,,,491.0,7297.0,,,,,,,,,,,,,,,,,,,,,,,,,,63.0,,,,,1344.0,,,,,,,,,,,,,,,
495,order,85006,Micrococcales,AF432082.1.1445,,,,,,,,,,,,518.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,order,186802,Clostridiales,AGEL01000006.263.1781,,,,,,,,,,,,193.0,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,29.0,,77.0,,,,,,,,,,,,,,,,,,,,,65.0,,,99.0,105.0,,,,,,,,,,261.0
497,genus,816,Bacteroides,AGXU01000026.3443.4959,,,,,,,,,,,,1598.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1384.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3677.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,genus,816,Bacteroides,ASSO01000012.330141.331655,,,,,,,,,,,,764.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
